rule_id,visual,model_output,groundtruth
197,leftright,Characters on the right side in the image are characters that have a single continuous curve without any sharp angles.,resemble an L (right-side up and upside down)
198,circle,Characters inside the circle in the image are characters that do not have a loop.,consist of one smooth line with a single change of direction
198,color,Characters colored red in the image are characters that contain a single curved line.,consist of one smooth line with a single change of direction
198,leftright,Characters on the right side in the image are characters that have a single continuous curve.,consist of one smooth line with a single change of direction
199,circle,Characters inside the circle in the image are characters that have a vertical line.,have one end pointing upwards
199,color,Characters colored red in the image are characters that have a curved line that is open on one end.,have one end pointing upwards
199,leftright,Characters on the right side in the image are characters that have a vertical line.,have one end pointing upwards
19,circle,Characters inside the circle in the image are characters that contain three horizontal lines.,have three horizontal lines
19,color,Characters colored red in the image are characters that contain three horizontal lines.,have three horizontal lines
19,leftright,Characters on the right side in the image are characters that contain three horizontal lines.,have three horizontal lines
200,circle,Characters inside the circle in the image are characters that have a loop or circular shape.,have duplicated elements in succession
200,color,Characters colored red in the image are characters that contain two small loops.,have duplicated elements in succession
200,leftright,Characters on the right side in the image are characters that contain a loop or a closed curve.,have duplicated elements in succession
201,circle,Characters inside the circle in the image are characters that contain a closed loop.,have two closed loops or enclosed areas
201,color,Characters colored red in the image are characters that contain a figure-eight shape.,have two closed loops or enclosed areas
201,leftright,Characters on the right side in the image are characters that contain a small circle.,have two closed loops or enclosed areas
202,circle,"Characters inside the circle in the image are characters that contain a closed shape (such as a circle, diamond, or triangle).","have no ends, are topologically equivalent to a circle, or have a single enclosed area"
202,color,"Characters colored red in the image are characters that contain a single enclosed shape (circle, diamond, or triangle).","have no ends, are topologically equivalent to a circle, or have a single enclosed area"
202,leftright,"Characters on the right side in the image are characters that contain a closed shape (such as a circle, diamond, or triangle).","have no ends, are topologically equivalent to a circle, or have a single enclosed area"
203,circle,Characters inside the circle in the image are characters that contain a closed loop or circle.,have one or more closed loops or enclosed areas
203,color,"Characters colored red in the image are characters that contain at least one closed shape (such as a circle, square, or diamond).",have one or more closed loops or enclosed areas
203,leftright,Characters on the right side in the image are characters that contain at least one closed loop or circle.,have one or more closed loops or enclosed areas
204,circle,"Characters inside the circle in the image are characters that contain at least one enclosed shape (like a circle, square, or diamond).",are symmetrical around a horizontal axis
204,color,Characters colored red in the image are characters that contain at least one closed loop or enclosed shape.,are symmetrical around a horizontal axis
204,leftright,Characters on the right side in the image are characters that contain a closed loop or enclosed area.,are symmetrical around a horizontal axis
205,circle,"Characters inside the circle in the image are characters that contain a closed shape (such as a circle, diamond, or triangle).",are symmetrical around a vertical axis
205,color,Characters colored red in the image are characters that contain at least one closed loop or enclosed shape.,are symmetrical around a vertical axis
205,leftright,Characters on the right side in the image are characters that contain a closed loop or circle.,are symmetrical around a vertical axis
206,circle,Characters inside the circle in the image are characters that have at least one enclosed area.,"have an axis of symmetry, either vertical or horizontal"
206,color,Characters colored red in the image are characters that contain at least one closed loop or enclosed shape.,"have an axis of symmetry, either vertical or horizontal"
206,leftright,Characters on the right side in the image are characters that contain at least one closed loop.,"have an axis of symmetry, either vertical or horizontal"
207,circle,Characters inside the circle in the image are characters that contain a closed loop or circle.,"contain a closed loop, enclosed space, or fully enclosed space"
207,color,Characters colored red in the image are characters that contain a closed loop or circle.,"contain a closed loop, enclosed space, or fully enclosed space"
207,leftright,Characters on the right side in the image are characters that are closed shapes.,"contain a closed loop, enclosed space, or fully enclosed space"
208,circle,Characters inside the circle in the image are characters that contain a wavy or zigzag line.,have a hook shape on the right side
208,color,Characters colored red in the image are characters that contain a wavy or zigzag line.,have a hook shape on the right side
208,leftright,Characters on the right side in the image are characters that contain a loop or a closed curve.,have a hook shape on the right side
209,circle,Characters inside the circle in the image are characters that contain a closed loop or circle.,can be drawn with one continuous line without lifting the pen or backtracking
209,color,Characters colored red in the image are characters that contain a closed loop.,can be drawn with one continuous line without lifting the pen or backtracking
209,leftright,Characters on the right side in the image are characters that do not contain a vertical line.,can be drawn with one continuous line without lifting the pen or backtracking
20,circle,Characters inside the circle in the image are characters that contain a single straight line.,have horizontal symmetry
20,color,Characters colored red in the image are characters that contain a closed circle.,have horizontal symmetry
20,leftright,"Characters on the right side in the image are characters that can be drawn without lifting the pen (i.e., they are single continuous strokes).",have horizontal symmetry
210,circle,Characters inside the circle in the image are characters that contain a vertical line.,contain a wavy or zigzag line
210,color,Characters colored red in the image are characters that contain a wavy or squiggly line.,contain a wavy or zigzag line
210,leftright,Characters on the right side in the image are characters that contain a wavy or zigzag line.,contain a wavy or zigzag line
211,circle,Characters inside the circle in the image are characters that contain a vertical line.,have a vertical line or zigzag
211,color,Characters colored red in the image are characters that contain a vertical wavy line.,have a vertical line or zigzag
211,leftright,Characters on the right side in the image are characters that contain a vertical line.,have a vertical line or zigzag
212,circle,Characters inside the circle in the image are characters that contain a vertical line.,"include a vertical ellipse, capsules, a long O, a curved line that is closed like a rounded vertical rectangle"
212,color,Characters colored red in the image are characters that contain a small loop or circle.,"include a vertical ellipse, capsules, a long O, a curved line that is closed like a rounded vertical rectangle"
212,leftright,Characters on the right side in the image are characters that contain a horizontal line at the top.,"include a vertical ellipse, capsules, a long O, a curved line that is closed like a rounded vertical rectangle"
213,circle,Characters inside the circle in the image are characters that have a loop or circular shape.,"look like the number 3 or upside down 3, with or without serifs"
213,color,Characters colored red in the image are characters that contain a loop.,"look like the number 3 or upside down 3, with or without serifs"
213,leftright,Characters on the right side in the image are characters that contain a loop.,"look like the number 3 or upside down 3, with or without serifs"
214,circle,Characters inside the circle in the image are characters that contain a horizontal line.,contain an elongated closed vertical oval
214,color,Characters colored red in the image are characters that contain a loop or enclosed area.,contain an elongated closed vertical oval
214,leftright,Characters on the right side in the image are characters that contain a horizontal line at the top.,contain an elongated closed vertical oval
215,circle,Characters inside the circle in the image are characters that contain a closed loop.,contain an enclosed space or a loop
215,color,Characters colored red in the image are characters that contain a loop.,contain an enclosed space or a loop
215,leftright,Characters on the right side in the image are characters that contain a horizontal line.,contain an enclosed space or a loop
216,circle,Characters inside the circle in the image are characters that have a horizontal line.,have a vertical line on the right side and everything happening on the left
216,color,Characters colored red in the image are characters that have a loop or enclosed area.,have a vertical line on the right side and everything happening on the left
216,leftright,Characters on the right side in the image are characters that contain a loop.,have a vertical line on the right side and everything happening on the left
217,circle,Characters inside the circle in the image are characters that contain a vertical line.,have a horizontal line at the top
217,color,Characters colored red in the image are characters that contain a loop.,have a horizontal line at the top
217,leftright,Characters on the right side in the image are characters that contain a horizontal line.,have a horizontal line at the top
218,circle,Characters inside the circle in the image are characters that contain at least one enclosed area.,"have a loop at the bottom, which may be referred to as a hook"
218,color,Characters colored red in the image are characters that contain a loop or a closed curve.,"have a loop at the bottom, which may be referred to as a hook"
218,leftright,Characters on the right side in the image are characters that contain a loop or circular shape.,"have a loop at the bottom, which may be referred to as a hook"
219,circle,Characters inside the circle in the image are characters that contain at least one vertical line.,"are made of distinct parallel lines, resembling combs or claws"
219,color,Characters colored red in the image are characters that contain multiple parallel lines.,"are made of distinct parallel lines, resembling combs or claws"
219,leftright,Characters on the right side in the image are characters that contain three vertical lines.,"are made of distinct parallel lines, resembling combs or claws"
21,circle,Characters inside the circle in the image are characters that contain at least one horizontal line.,"have vertical symmetry, including with an axis of symmetry"
21,color,Characters colored red in the image are characters that contain at least one horizontal line.,"have vertical symmetry, including with an axis of symmetry"
21,leftright,Characters on the right side in the image are characters that contain at least one dot.,"have vertical symmetry, including with an axis of symmetry"
220,circle,Characters inside the circle in the image are characters that contain a diagonal line.,"have both a loop and a cross, with a dangly loop or a loop in the shape of a knot or gamma"
220,color,Characters colored red in the image are characters that contain a small circle.,"have both a loop and a cross, with a dangly loop or a loop in the shape of a knot or gamma"
220,leftright,Characters on the right side in the image are characters that contain a cross or intersecting lines.,"have both a loop and a cross, with a dangly loop or a loop in the shape of a knot or gamma"
221,circle,Characters inside the circle in the image are characters that contain a loop.,have at least one completely enclosed space or closed loop
221,color,Characters colored red in the image are characters that contain a loop.,have at least one completely enclosed space or closed loop
221,leftright,Characters on the right side in the image are characters that contain a loop or closed curve.,have at least one completely enclosed space or closed loop
222,circle,Characters inside the circle in the image are characters that contain at least one vertical line.,represent a series of disconnected or separate elements in a symbol or character
222,color,Characters colored red in the image are characters that contain at least one vertical line.,represent a series of disconnected or separate elements in a symbol or character
222,leftright,Characters on the right side in the image are characters that contain three vertical lines.,represent a series of disconnected or separate elements in a symbol or character
223,circle,Characters inside the circle in the image are characters that contain a horizontal line.,have a horizontal line or bar at the top
223,color,Characters colored red in the image are characters that contain a straight vertical line.,have a horizontal line or bar at the top
223,leftright,Characters on the right side in the image are characters that have a horizontal line at the top.,have a horizontal line or bar at the top
224,circle,Characters inside the circle in the image are characters that contain a vertical line.,have one or more straight lines
224,color,Characters colored red in the image are characters that contain a diagonal line.,have one or more straight lines
224,leftright,Characters on the right side in the image are characters that contain a diagonal line.,have one or more straight lines
225,circle,Characters inside the circle in the image are characters that contain a loop.,have a small flat loop at the bottom
225,color,Characters colored red in the image are characters that contain a diagonal line.,have a small flat loop at the bottom
225,leftright,Characters on the right side in the image are characters that contain a loop.,have a small flat loop at the bottom
226,circle,Characters inside the circle in the image are characters that contain at least one horizontal line.,include a 3-shaped element or the number 3 in any orientation
226,color,Characters colored red in the image are characters that contain a loop.,include a 3-shaped element or the number 3 in any orientation
226,leftright,Characters on the right side in the image are characters that contain at least one loop.,include a 3-shaped element or the number 3 in any orientation
227,circle,Characters inside the circle in the image are characters that contain a closed loop.,"have a large, open, vertical circle curve on the left side"
227,color,Characters colored red in the image are characters that contain a loop or circular shape.,"have a large, open, vertical circle curve on the left side"
227,leftright,Characters on the right side in the image are characters that contain a curved line.,"have a large, open, vertical circle curve on the left side"
228,circle,Characters inside the circle in the image are characters that contain a curved line.,have a downward curve that resembles a bridge with two feet
228,color,Characters colored red in the image are characters that contain a horizontal line.,have a downward curve that resembles a bridge with two feet
228,leftright,Characters on the right side in the image are characters that contain a curved line.,have a downward curve that resembles a bridge with two feet
229,circle,Characters inside the circle in the image are characters that contain a vertical line.,have crossed lines
229,color,Characters colored red in the image are characters that contain a vertical line intersecting a loop.,have crossed lines
229,leftright,Characters on the right side in the image are characters that contain a vertical line with a small horizontal line crossing it.,have crossed lines
22,circle,Characters inside the circle in the image are characters that contain at least one horizontal line.,have two disconnected elements or strokes
22,color,Characters colored red in the image are characters that contain at least one horizontal line.,have two disconnected elements or strokes
22,leftright,Characters on the right side in the image are characters that contain a horizontal line.,have two disconnected elements or strokes
230,circle,Characters inside the circle in the image are characters that consist of straight lines only.,have only straight lines and no curves
230,color,Characters colored red in the image are characters that have at least one straight vertical line.,have only straight lines and no curves
230,leftright,Characters on the right side in the image are characters that contain at least one straight line segment.,have only straight lines and no curves
231,circle,Characters inside the circle in the image are characters that have at least one straight line.,have a diagonal straight line
231,color,Characters colored red in the image are characters that have at least one diagonal line.,have a diagonal straight line
231,leftright,Characters on the right side in the image are characters that contain at least one diagonal line.,have a diagonal straight line
232,circle,Characters inside the circle in the image are characters that have a single enclosed area.,have 180° rotation symmetry
232,color,Characters colored red in the image are characters that have a straight vertical line.,have 180° rotation symmetry
232,leftright,Characters on the right side in the image are characters that consist of straight lines only.,have 180° rotation symmetry
233,circle,Characters inside the circle in the image are characters that have straight lines only.,have vertical symmetry
233,color,Characters colored red in the image are characters that have a closed loop or circle.,have vertical symmetry
233,leftright,Characters on the right side in the image are characters that have at least one straight line.,have vertical symmetry
234,circle,Characters inside the circle in the image are characters that consist of straight lines only.,look like Latin capital letters
234,color,Characters colored red in the image are characters that are commonly used in the English alphabet.,look like Latin capital letters
234,leftright,Characters on the right side in the image are characters that are part of the Latin alphabet.,look like Latin capital letters
235,circle,Characters inside the circle in the image are characters that are uppercase letters.,look like Latin alphabet letters
235,color,Characters colored red in the image are characters that have a straight vertical line.,look like Latin alphabet letters
235,leftright,Characters on the right side in the image are characters that are commonly used in the Latin alphabet.,look like Latin alphabet letters
236,circle,Characters inside the circle in the image are characters that contain a closed loop.,have an approximate circle
236,color,Characters colored red in the image are characters that contain a closed loop or circle.,have an approximate circle
236,leftright,Characters on the right side in the image are characters that are circular or have a circular shape.,have an approximate circle
237,circle,Characters inside the circle in the image are characters that contain at least one curved line.,have curved lines only
237,color,Characters colored red in the image are characters that contain a loop.,have curved lines only
237,leftright,Characters on the right side in the image are characters that have at least one curved line.,have curved lines only
238,circle,Characters inside the circle in the image are characters that have at least one enclosed area.,have horizontal or vertical line of symmetry
238,color,Characters colored red in the image are characters that contain at least one enclosed area.,have horizontal or vertical line of symmetry
238,leftright,Characters on the right side in the image are characters that have at least one enclosed area.,have horizontal or vertical line of symmetry
239,circle,Characters inside the circle in the image are characters that contain a closed loop.,contain two enclosed spaces
239,color,Characters colored red in the image are characters that contain a closed loop.,contain two enclosed spaces
239,leftright,Characters on the right side in the image are characters that contain a closed loop.,contain two enclosed spaces
23,circle,Characters inside the circle in the image are characters that contain at least one horizontal line.,"can be drawn by two strokes, lifting pen once, never retracing any segment"
23,color,Characters colored red in the image are characters that contain at least one horizontal line.,"can be drawn by two strokes, lifting pen once, never retracing any segment"
23,leftright,Characters on the right side in the image are characters that contain at least one horizontal line.,"can be drawn by two strokes, lifting pen once, never retracing any segment"
240,circle,Characters inside the circle in the image are characters that have at least one enclosed area.,"contain an enclosed space, loop, or shape"
240,color,Characters colored red in the image are characters that contain at least one enclosed loop.,"contain an enclosed space, loop, or shape"
240,leftright,Characters on the right side in the image are characters that contain at least one closed loop.,"contain an enclosed space, loop, or shape"
241,circle,Characters inside the circle in the image are characters that have a vertical line with a small horizontal line or hook at the top.,have a horizontal line above a downward s-shaped curve followed by a complex structure
241,color,Characters colored red in the image are characters that contain a horizontal line with a small vertical line extending downwards from the middle of the horizontal line.,have a horizontal line above a downward s-shaped curve followed by a complex structure
241,leftright,Characters on the right side in the image are characters that have a horizontal line at the top.,have a horizontal line above a downward s-shaped curve followed by a complex structure
242,circle,Characters inside the circle in the image are characters that contain a circular or oval shape.,can be written with a single continuous stroke without retracing or lifting the pen
242,color,Characters colored red in the image are characters that have a loop or circular shape.,can be written with a single continuous stroke without retracing or lifting the pen
242,leftright,Characters on the right side in the image are characters that are symmetrical along a vertical axis.,can be written with a single continuous stroke without retracing or lifting the pen
243,circle,Characters inside the circle in the image are characters that contain a vertical line.,have two circles and a line that are not connected to any other elements
243,color,Characters colored red in the image are characters that contain two horizontal lines with a wavy line between them.,have two circles and a line that are not connected to any other elements
243,leftright,Characters on the right side in the image are characters that contain a horizontal line with two vertical lines extending downwards.,have two circles and a line that are not connected to any other elements
244,circle,Characters inside the circle in the image are characters that have a vertical line.,"contain more than one loop or enclosure, or have two or more holes"
244,color,Characters colored red in the image are characters that contain two horizontal lines at the top.,"contain more than one loop or enclosure, or have two or more holes"
244,leftright,Characters on the right side in the image are characters that have a horizontal line at the top.,"contain more than one loop or enclosure, or have two or more holes"
245,circle,Characters inside the circle in the image are characters that do not have a vertical line at the top.,do not have an overhead horizontal straight line
245,color,Characters colored red in the image are characters that have a horizontal line with two vertical lines extending downwards.,do not have an overhead horizontal straight line
245,leftright,Characters on the right side in the image are characters that have a horizontal line at the top.,do not have an overhead horizontal straight line
246,circle,Characters inside the circle in the image are characters that do not have a vertical line extending above the main body of the character.,contain one or more closed shapes
246,color,Characters colored red in the image are characters that contain a horizontal line at the top.,contain one or more closed shapes
246,leftright,Characters on the right side in the image are characters that have a horizontal line at the top.,contain one or more closed shapes
247,circle,Characters inside the circle in the image are characters that have a vertical line on the right side.,have a straight horizontal and vertical line that meet at the top right to form a corner
247,color,Characters colored red in the image are characters that have a vertical line on the right side.,have a straight horizontal and vertical line that meet at the top right to form a corner
247,leftright,Characters on the right side in the image are characters that have a horizontal line at the top.,have a straight horizontal and vertical line that meet at the top right to form a corner
248,circle,Characters inside the circle in the image are characters that do not have a horizontal line at the top.,have a right angle
248,color,Characters colored red in the image are characters that have a vertical line on the right side.,have a right angle
248,leftright,Characters on the right side in the image are characters that have a horizontal line at the top.,have a right angle
249,circle,Characters inside the circle in the image are characters that have a horizontal line at the top.,include a closed loop with a small black dot or knot or have a filled-in blot or tail
249,color,Characters colored red in the image are characters that have a horizontal line at the top.,include a closed loop with a small black dot or knot or have a filled-in blot or tail
249,leftright,Characters on the right side in the image are characters that have a horizontal line at the top.,include a closed loop with a small black dot or knot or have a filled-in blot or tail
24,circle,Characters inside the circle in the image are characters that contain a curved line.,can be created in one continuous stroke of the pen but without retracing
24,color,Characters colored red in the image are characters that contain a curved line.,can be created in one continuous stroke of the pen but without retracing
24,leftright,Characters on the right side in the image are characters that contain at least one curved line.,can be created in one continuous stroke of the pen but without retracing
250,circle,Characters inside the circle in the image are characters that have a vertical line.,have a large vertical straight line and a small downward curve attached at the top right
250,color,Characters colored red in the image are characters that have a small loop or circle attached to a straight line.,have a large vertical straight line and a small downward curve attached at the top right
250,leftright,Characters on the right side in the image are characters that have a vertical line on the right side.,have a large vertical straight line and a small downward curve attached at the top right
251,circle,Characters inside the circle in the image are characters that contain at least one diagonal line.,have a sharp angle at the bottom like a V
251,color,"Characters colored red in the image are characters that contain a ""V"" shape.",have a sharp angle at the bottom like a V
251,leftright,"Characters on the right side in the image are characters that contain a ""V"" shape.",have a sharp angle at the bottom like a V
252,circle,Characters inside the circle in the image are characters that contain a vertical line.,consist of a single vertical straight line
252,color,Characters colored red in the image are characters that consist of a single vertical line.,consist of a single vertical straight line
252,leftright,Characters on the right side in the image are characters that consist of only straight vertical lines.,consist of a single vertical straight line
253,circle,Characters inside the circle in the image are characters that contain at least one straight vertical line.,are made from only straight lines and have no curved/round parts
253,color,Characters colored red in the image are characters that contain at least one right angle.,are made from only straight lines and have no curved/round parts
253,leftright,Characters on the right side in the image are characters that contain at least one straight vertical line.,are made from only straight lines and have no curved/round parts
254,circle,Characters inside the circle in the image are characters that contain a horizontal line.,have a capital T shape
254,color,Characters colored red in the image are characters that have a horizontal line at the bottom.,have a capital T shape
254,leftright,Characters on the right side in the image are characters that have a horizontal line at the top.,have a capital T shape
255,circle,Characters inside the circle in the image are characters that contain a curved line.,"have a bottom that resembles buttocks, testicles, breasts, or a combination of these"
255,color,Characters colored red in the image are characters that contain a loop or circular shape.,"have a bottom that resembles buttocks, testicles, breasts, or a combination of these"
255,leftright,Characters on the right side in the image are characters that contain a loop or circular shape.,"have a bottom that resembles buttocks, testicles, breasts, or a combination of these"
256,circle,Characters inside the circle in the image are characters that contain a curved line.,have a bottom that is curved or rounded
256,color,Characters colored red in the image are characters that contain a loop or circular shape.,have a bottom that is curved or rounded
256,leftright,Characters on the right side in the image are characters that contain a loop or circular shape.,have a bottom that is curved or rounded
257,circle,Characters inside the circle in the image are characters that contain a closed loop.,have two fully enclosed spaces
257,color,Characters colored red in the image are characters that contain a closed loop.,have two fully enclosed spaces
257,leftright,Characters on the right side in the image are characters that contain a circle.,have two fully enclosed spaces
258,circle,Characters inside the circle in the image are characters that contain a closed loop.,contain at least one closed area or a fully contained shape of any type
258,color,Characters colored red in the image are characters that contain a closed loop.,contain at least one closed area or a fully contained shape of any type
258,leftright,Characters on the right side in the image are characters that contain a closed loop.,contain at least one closed area or a fully contained shape of any type
259,circle,Characters inside the circle in the image are characters that contain at least one curved line.,"contain symmetry, either horizontally, vertically, or through an axis"
259,color,Characters colored red in the image are characters that contain a closed loop or circle.,"contain symmetry, either horizontally, vertically, or through an axis"
259,leftright,Characters on the right side in the image are characters that contain at least one triangle.,"contain symmetry, either horizontally, vertically, or through an axis"
25,circle,Characters inside the circle in the image are characters that do not contain a vertical line.,are made with a single continuous line or shape with no disconnected parts
25,color,Characters colored red in the image are characters that contain a curved line.,are made with a single continuous line or shape with no disconnected parts
25,leftright,Characters on the right side in the image are characters that do not contain any horizontal lines.,are made with a single continuous line or shape with no disconnected parts
260,circle,Characters inside the circle in the image are characters that contain at least one straight vertical line.,"consist of only straight lines, with no curved lines or curls"
260,color,Characters colored red in the image are characters that contain at least one right angle.,"consist of only straight lines, with no curved lines or curls"
260,leftright,Characters on the right side in the image are characters that contain at least one straight vertical line.,"consist of only straight lines, with no curved lines or curls"
261,circle,Characters inside the circle in the image are characters that contain a closed loop.,"resemble variations on a V, with rounded or angled strokes and optional appendages"
261,color,"Characters colored red in the image are characters that contain a ""V"" shape.","resemble variations on a V, with rounded or angled strokes and optional appendages"
261,leftright,"Characters on the right side in the image are characters that contain a ""V"" shape.","resemble variations on a V, with rounded or angled strokes and optional appendages"
262,circle,Characters inside the circle in the image are characters that contain a curve or a loop.,have two waves like a variation on a W or omega or inverted M
262,color,Characters colored red in the image are characters that contain a wavy or zigzag line.,have two waves like a variation on a W or omega or inverted M
262,leftright,Characters on the right side in the image are characters that contain a wavy line.,have two waves like a variation on a W or omega or inverted M
263,circle,Characters inside the circle in the image are characters that contain at least one straight vertical line.,"are composed of only straight lines, with no curves or rounded parts"
263,color,Characters colored red in the image are characters that contain a right angle.,"are composed of only straight lines, with no curves or rounded parts"
263,leftright,Characters on the right side in the image are characters that contain a horizontal line at the bottom.,"are composed of only straight lines, with no curves or rounded parts"
264,circle,Characters inside the circle in the image are characters that contain at least one horizontal line.,have square or boxy shapes with at least two right angles
264,color,Characters colored red in the image are characters that contain a horizontal line at the bottom.,have square or boxy shapes with at least two right angles
264,leftright,Characters on the right side in the image are characters that have a horizontal line at the bottom.,have square or boxy shapes with at least two right angles
265,circle,Characters inside the circle in the image are characters that contain at least one horizontal line.,have parallel lines
265,color,Characters colored red in the image are characters that contain a horizontal line at the bottom.,have parallel lines
265,leftright,Characters on the right side in the image are characters that contain a horizontal line.,have parallel lines
266,circle,Characters inside the circle in the image are characters that contain at least one straight vertical line.,contain at least one straight vertical line
266,color,Characters colored red in the image are characters that contain a horizontal line at the bottom.,contain at least one straight vertical line
266,leftright,Characters on the right side in the image are characters that contain a vertical line.,contain at least one straight vertical line
267,circle,Characters inside the circle in the image are characters that contain at least one horizontal line.,contain at least one straight horizontal line
267,color,Characters colored red in the image are characters that contain a horizontal line at the bottom.,contain at least one straight horizontal line
267,leftright,Characters on the right side in the image are characters that contain a horizontal line.,contain at least one straight horizontal line
268,circle,Characters inside the circle in the image are characters that contain at least one horizontal line.,"have a flat bottom, not counting a tailed droplet"
268,color,Characters colored red in the image are characters that contain a horizontal line at the bottom.,"have a flat bottom, not counting a tailed droplet"
268,leftright,Characters on the right side in the image are characters that contain a horizontal line.,"have a flat bottom, not counting a tailed droplet"
269,circle,Characters inside the circle in the image are characters that are symmetrical along the vertical axis.,have rotational symmetry
269,color,Characters colored red in the image are characters that contain a horizontal line.,have rotational symmetry
269,leftright,Characters on the right side in the image are characters that contain a vertical line.,have rotational symmetry
26,circle,Characters inside the circle in the image are characters that have a vertical line.,have an ascender that extends above the standard height of most letters in this alphabet
26,color,Characters colored red in the image are characters that contain a vertical line on the right side.,have an ascender that extends above the standard height of most letters in this alphabet
26,leftright,Characters on the right side in the image are characters that have a small loop or hook at the end of one of their strokes.,have an ascender that extends above the standard height of most letters in this alphabet
270,circle,Characters inside the circle in the image are characters that contain a loop or circular shape.,"have loops, including at least one loop crossing itself, and possibly a closed loop or loops of string"
270,color,Characters colored red in the image are characters that contain a loop or circular shape.,"have loops, including at least one loop crossing itself, and possibly a closed loop or loops of string"
270,leftright,Characters on the right side in the image are characters that contain a loop or circular shape.,"have loops, including at least one loop crossing itself, and possibly a closed loop or loops of string"
271,circle,Characters inside the circle in the image are characters that contain a closed loop.,are round or oval-shaped but may have a single connected line
271,color,Characters colored red in the image are characters that contain a circle.,are round or oval-shaped but may have a single connected line
271,leftright,Characters on the right side in the image are characters that contain a circular or oval shape.,are round or oval-shaped but may have a single connected line
272,circle,Characters inside the circle in the image are characters that are symmetrical along the vertical axis.,have a horizontal line of symmetry
272,color,Characters colored red in the image are characters that contain a horizontal line.,have a horizontal line of symmetry
272,leftright,Characters on the right side in the image are characters that are symmetrical along a vertical axis.,have a horizontal line of symmetry
273,circle,Characters inside the circle in the image are characters that contain a closed loop.,have exactly one enclosed space
273,color,Characters colored red in the image are characters that contain a loop or circular shape.,have exactly one enclosed space
273,leftright,Characters on the right side in the image are characters that contain a closed loop.,have exactly one enclosed space
274,circle,Characters inside the circle in the image are characters that contain a closed loop or circle.,have enclosed spaces
274,color,Characters colored red in the image are characters that contain a loop or circular shape.,have enclosed spaces
274,leftright,Characters on the right side in the image are characters that contain at least one closed loop.,have enclosed spaces
275,circle,Characters inside the circle in the image are characters that contain a loop or circular shape.,can be drawn with a single stroke
275,color,Characters colored red in the image are characters that contain a spiral or loop.,can be drawn with a single stroke
275,leftright,Characters on the right side in the image are characters that contain a loop or circular shape.,can be drawn with a single stroke
276,circle,Characters inside the circle in the image are characters that contain at least one straight line.,have a curved top line like a hat
276,color,Characters colored red in the image are characters that contain a horizontal line.,have a curved top line like a hat
276,leftright,Characters on the right side in the image are characters that contain at least one horizontal line.,have a curved top line like a hat
277,circle,Characters inside the circle in the image are characters that contain a single enclosed loop.,"do not exceed the average size of other characters and contain a small, closed, non-crossed loop"
277,color,Characters colored red in the image are characters that have a small loop at the bottom right.,"do not exceed the average size of other characters and contain a small, closed, non-crossed loop"
277,leftright,Characters on the right side in the image are characters that contain a loop.,"do not exceed the average size of other characters and contain a small, closed, non-crossed loop"
278,circle,Characters inside the circle in the image are characters that contain a loop.,"have a small loop attached to the bottom of the character, often with an extension that goes up to the right"
278,color,Characters colored red in the image are characters that have a loop or circular shape at the bottom.,"have a small loop attached to the bottom of the character, often with an extension that goes up to the right"
278,leftright,Characters on the right side in the image are characters that contain a loop.,"have a small loop attached to the bottom of the character, often with an extension that goes up to the right"
279,circle,Characters inside the circle in the image are characters that contain a loop.,"have a narrow, elongated U shape on the right side of the character"
279,color,Characters colored red in the image are characters that contain a loop or circle at the bottom.,"have a narrow, elongated U shape on the right side of the character"
279,leftright,Characters on the right side in the image are characters that have a loop or circular shape at the top.,"have a narrow, elongated U shape on the right side of the character"
27,circle,Characters inside the circle in the image are characters that have a horizontal line.,"are reflections of another characters, symmetrical about a vertical axis"
27,color,Characters colored red in the image are characters that contain a loop or enclosed area.,"are reflections of another characters, symmetrical about a vertical axis"
27,leftright,Characters on the right side in the image are characters that have a horizontal line at the top.,"are reflections of another characters, symmetrical about a vertical axis"
280,circle,Characters inside the circle in the image are characters that contain a closed loop or circle.,"are primarily composed of an elongated, closed oval shape"
280,color,Characters colored red in the image are characters that contain an enclosed oval shape.,"are primarily composed of an elongated, closed oval shape"
280,leftright,Characters on the right side in the image are characters that contain a loop.,"are primarily composed of an elongated, closed oval shape"
281,circle,Characters inside the circle in the image are characters that contain a loop or circular shape.,"have one or more enclosed sections, loops, and hollow areas"
281,color,Characters colored red in the image are characters that contain at least one loop.,"have one or more enclosed sections, loops, and hollow areas"
281,leftright,Characters on the right side in the image are characters that contain at least one loop.,"have one or more enclosed sections, loops, and hollow areas"
282,circle,Characters inside the circle in the image are characters that contain a circumflex accent (ˆ).,have a caret accent or circumflex
282,color,Characters colored red in the image are characters that have a small loop or circle at the top.,have a caret accent or circumflex
282,leftright,Characters on the right side in the image are characters that contain a small circle or dot above a curved line.,have a caret accent or circumflex
283,circle,Characters inside the circle in the image are characters that contain a check mark or tick symbol.,have a roof-like shape on top
283,color,Characters colored red in the image are characters that contain a check mark shape.,have a roof-like shape on top
283,leftright,Characters on the right side in the image are characters that contain a check mark shape.,have a roof-like shape on top
284,circle,Characters inside the circle in the image are characters that contain a loop.,have two closed surfaces or loops
284,color,Characters colored red in the image are characters that contain a loop.,have two closed surfaces or loops
284,leftright,Characters on the right side in the image are characters that contain a loop.,have two closed surfaces or loops
285,circle,"Characters inside the circle in the image are characters that contain the letter ""w"".",contain a W shape
285,color,Characters colored red in the image are characters that contain a loop.,contain a W shape
