rule_id,visual,model_output,groundtruth
192,color,Characters colored red in the image are characters that have a vertical line as the rightmost stroke.,have a top triangle that is not independent and is linked to the character below at the bottom point
192,leftright,Characters on the right side in the image are characters that have a small loop on the top.,have a top triangle that is not independent and is linked to the character below at the bottom point
193,circle,Characters inside the circle in the image are characters that have a loop on the bottom and a loop on the top.,contain two separate inner elements and a variety of other decorations
193,color,Characters colored red in the image are characters that have three or more vertical lines.,contain two separate inner elements and a variety of other decorations
193,leftright,Characters on the right side in the image are characters that have a horizontal line at the very top of the character.,contain two separate inner elements and a variety of other decorations
194,circle,Characters inside the circle in the image are characters that consist of a small circle above a larger circle.,contain a horizontal Nike swoosh shape or similar variation
194,color,Characters colored red in the image are characters that include a small loop on top.,contain a horizontal Nike swoosh shape or similar variation
194,leftright,Characters on the right side in the image consist only of straight lines.,contain a horizontal Nike swoosh shape or similar variation
195,circle,Characters inside the circle in the image are characters written in the Bengali script.,"contain elements that are not connected to the main character, including separate elements, floating bits, and detached elements"
195,color,Characters colored red in the image are characters that have a horizontal line at the very top of the character.,"contain elements that are not connected to the main character, including separate elements, floating bits, and detached elements"
195,leftright,Characters on the right side of the image all have a horizontal line at the very top of the character.,"contain elements that are not connected to the main character, including separate elements, floating bits, and detached elements"
196,circle,Characters inside the circle in the image are characters that contain at least one closed curve.,have a closed loop
196,color,Characters colored red in the image are characters that contain a curved line below a horizontal line.,have a closed loop
196,leftright,"Characters on the right side in the image are characters that are connected, or in other words, characters that are written without lifting the pen from the paper.",have a closed loop
197,circle,Characters inside the circle in the image are characters that are drawn with only one stroke.,resemble an L (right-side up and upside down)
197,color,"Characters colored red in the image are characters that are comprised of a single path. I.e., if you were to draw the character, you could draw it without lifting your pen, and without retracing any lines.",resemble an L (right-side up and upside down)
197,leftright,Characters on the right side in the image are characters that are horizontally symmetrical.,resemble an L (right-side up and upside down)
198,circle,Characters inside the circle in the image are characters that contain at least one enclosed curve.,consist of one smooth line with a single change of direction
198,color,Characters colored red in the image are characters that are made up entirely of curved lines.,consist of one smooth line with a single change of direction
198,leftright,Characters on the right side in the image are characters that are drawn with only one continuous stroke.,consist of one smooth line with a single change of direction
199,circle,Characters inside the circle in the image are characters that are drawn with only one continuous stroke.,have one end pointing upwards
199,color,Characters colored red in the image are characters that contain a closed loop at the top of the character.,have one end pointing upwards
199,leftright,Characters on the right side of the image are made of a single continuous stroke.,have one end pointing upwards
19,circle,Characters inside the circle in the image are characters that contain two curved lines facing each other.,have three horizontal lines
19,color,Characters colored red in the image are characters that have a curved line above a curved line below.,have three horizontal lines
19,leftright,Characters on the right side in the image are characters that contain two or more horizontal lines stacked vertically.,have three horizontal lines
200,circle,Characters inside the circle in the image are characters that contain two or more disconnected components. Characters outside the circle do not.,have duplicated elements in succession
200,color,Characters colored red in the image are characters that are made up of two identical disconnected shapes.,have duplicated elements in succession
200,leftright,Characters on the right side in the image are made up entirely of straight lines.,have duplicated elements in succession
201,circle,Characters inside the circle in the image are characters that are made up of a single unbroken path (i.e. they can be drawn without lifting your pen).,have two closed loops or enclosed areas
201,color,Characters colored red in the image are characters that have a red dot somewhere in the character.,have two closed loops or enclosed areas
201,leftright,Characters on the right side in the image are characters that are symmetrical along the vertical axis.,have two closed loops or enclosed areas
202,circle,Characters inside the circle are characters that contain only straight lines and no curves.,"have no ends, are topologically equivalent to a circle, or have a single enclosed area"
202,color,Characters colored red in the image are simple geometric shapes.,"have no ends, are topologically equivalent to a circle, or have a single enclosed area"
202,leftright,Characters on the right side in the image are characters that are composed entirely of straight lines.,"have no ends, are topologically equivalent to a circle, or have a single enclosed area"
203,circle,Characters inside the circle in the image are characters that are symmetrical.,have one or more closed loops or enclosed areas
203,color,"Characters colored red in the image are characters that include a completely closed, filled in shape.",have one or more closed loops or enclosed areas
203,leftright,Characters on the right side in the image are upside down.,have one or more closed loops or enclosed areas
204,circle,Characters inside the circle in the image are characters that are comprised of only straight lines.,are symmetrical around a horizontal axis
204,color,Characters colored red in the image are characters that are shaped like circles.,are symmetrical around a horizontal axis
204,leftright,"Characters on the right side of the image are characters that are either completely closed shapes, or are composed of straight lines only.",are symmetrical around a horizontal axis
205,circle,Characters inside the circle in the image are characters that contain at least one completely closed shape.,are symmetrical around a vertical axis
205,color,Characters colored red in the image are characters that are made of only straight lines.,are symmetrical around a vertical axis
205,leftright,Characters on the right side in the image are characters that are symmetrical along the vertical axis.,are symmetrical around a vertical axis
206,circle,Characters inside the circle in the image are characters that are rotations or reflections of roman letters.,"have an axis of symmetry, either vertical or horizontal"
206,color,Characters colored red in the image are characters that are comprised of exactly three lines.,"have an axis of symmetry, either vertical or horizontal"
206,leftright,Characters on the right side in the image are characters that are geometric shapes.,"have an axis of symmetry, either vertical or horizontal"
207,circle,Characters inside the circle are characters that are composed entirely of straight lines.,"contain a closed loop, enclosed space, or fully enclosed space"
207,color,Characters colored red in the image are characters that are shaped like circles.,"contain a closed loop, enclosed space, or fully enclosed space"
207,leftright,Characters on the right side in the image are characters that are closed shapes.,"contain a closed loop, enclosed space, or fully enclosed space"
208,circle,The characters inside the circle contain more than one curved line.,have a hook shape on the right side
208,color,Characters colored red in the image are characters that are made of more than one disconnected component.,have a hook shape on the right side
208,leftright,"Characters on the right side in the image are characters that appear on the left side, but flipped horizontally.",have a hook shape on the right side
209,circle,"Characters inside the circle are characters that contain an enclosed space, meaning that if you were to try to color or shade them in you would have to pick up your pencil in order to do so completely.",can be drawn with one continuous line without lifting the pen or backtracking
209,color,Characters colored red in the image are characters that are circles.,can be drawn with one continuous line without lifting the pen or backtracking
209,leftright,Characters on the right side in the image are characters that are closed shapes.,can be drawn with one continuous line without lifting the pen or backtracking
20,circle,Characters inside the circle in the image are upside-down.,have horizontal symmetry
20,color,Characters colored red in the image are circles.,have horizontal symmetry
20,leftright,Characters on the right side in the image contain a circle that is not filled in.,have horizontal symmetry
210,circle,Characters inside the circle in the image are characters that have their lowest point below the baseline.,contain a wavy or zigzag line
210,color,Characters colored red in the image are characters that begin with a curve that continues downwards and to the right.,contain a wavy or zigzag line
210,leftright,Characters on the right side of the image all contain a loop that sits above another character element.,contain a wavy or zigzag line
211,circle,Characters inside the circle in the image are characters that contain an upward curve that is concave down.,have a vertical line or zigzag
211,color,Characters colored red in the image are characters that have a loop with an opening at the top.,have a vertical line or zigzag
211,leftright,Characters on the right side in the image are characters that have a loop at the top of the character.,have a vertical line or zigzag
212,circle,Characters inside the circle in the image are characters that contain a dot above the line.,"include a vertical ellipse, capsules, a long O, a curved line that is closed like a rounded vertical rectangle"
212,color,Characters colored red in the image are characters that consist of a single loop with a tail on the bottom left.,"include a vertical ellipse, capsules, a long O, a curved line that is closed like a rounded vertical rectangle"
212,leftright,"Characters on the right side in the image have at least one disconnected, closed circle.","include a vertical ellipse, capsules, a long O, a curved line that is closed like a rounded vertical rectangle"
213,circle,"Characters inside the circle in the image are characters that contain a backwards ""3"" shape.","look like the number 3 or upside down 3, with or without serifs"
213,color,Characters colored red in the image are characters that have an opening on the left side that closes at the top and bottom.,"look like the number 3 or upside down 3, with or without serifs"
213,leftright,Characters on the right side in the image are characters that are composed entirely of only straight lines.,"look like the number 3 or upside down 3, with or without serifs"
214,circle,Characters inside the circle in the image are characters that are made of straight lines only.,contain an elongated closed vertical oval
214,color,Characters colored red in the image are characters that have a circle directly below a similar-sized circle.,contain an elongated closed vertical oval
214,leftright,Characters on the right side in the image are characters that are made up entirely of circles.,contain an elongated closed vertical oval
215,circle,Characters inside the circle in the image are characters that are made up of two identical shapes that are connected.,contain an enclosed space or a loop
215,color,Characters colored red in the image are characters that contain a closed loop at the bottom of the character.,contain an enclosed space or a loop
215,leftright,Characters on the right side in the image contain at least one complete circle.,contain an enclosed space or a loop
216,circle,Characters inside the circle in the image are characters that are made up of two identical shapes connected at a point.,have a vertical line on the right side and everything happening on the left
216,color,Characters colored red in the image are characters that are made up of entirely curved lines.,have a vertical line on the right side and everything happening on the left
216,leftright,Characters on the right side in the image are characters that contain a curved line that is open to the top or right.,have a vertical line on the right side and everything happening on the left
217,circle,Characters inside the circle in the image are characters that are composed of straight lines only.,have a horizontal line at the top
217,color,Characters colored red in the image are characters that have at least two disconnected segments.,have a horizontal line at the top
217,leftright,Characters on the right side in the image all have an element that extends above and an element that extends below the center of the character.,have a horizontal line at the top
218,circle,Characters inside the circle in the image are characters that are composed entirely of straight lines.,"have a loop at the bottom, which may be referred to as a hook"
218,color,Characters colored red in the image are characters that contain a loop that opens to the left.,"have a loop at the bottom, which may be referred to as a hook"
218,leftright,Characters on the right side in the image are characters that do not use straight lines in their construction.  All of the lines are curved.,"have a loop at the bottom, which may be referred to as a hook"
219,circle,Characters inside the circle in the image are characters that contain three straight lines.,"are made of distinct parallel lines, resembling combs or claws"
219,color,Characters colored red in the image are characters that have a loop that opens to the left.,"are made of distinct parallel lines, resembling combs or claws"
219,leftright,Characters on the right side in the image are characters that are made up of exactly three lines.,"are made of distinct parallel lines, resembling combs or claws"
21,circle,"Characters inside the circle in the image are characters that have a small, closed curve at the top.","have vertical symmetry, including with an axis of symmetry"
21,color,Characters colored red in the image are characters that contain a closed circle.,"have vertical symmetry, including with an axis of symmetry"
21,leftright,Characters on the right side in the image are characters that have curves on both the top and bottom of the character.,"have vertical symmetry, including with an axis of symmetry"
220,circle,"Characters inside the circle in the image are characters that contain a loop with a tail (or tails) that does not intersect the loop. Characters outside the circle may have a loop, but any tail will intersect with that loop.","have both a loop and a cross, with a dangly loop or a loop in the shape of a knot or gamma"
220,color,Characters colored red in the image are characters that contain an intersection of two lines where one line ends at the intersection.,"have both a loop and a cross, with a dangly loop or a loop in the shape of a knot or gamma"
220,leftright,Characters on the right side in the image are characters that contain three closed loops.,"have both a loop and a cross, with a dangly loop or a loop in the shape of a knot or gamma"
221,circle,Characters inside the circle in the image are characters that contain a single continuous stroke.,have at least one completely enclosed space or closed loop
221,color,"Characters colored red in the image are characters that are made by one continuous stroke, without lifting the pen/pencil.",have at least one completely enclosed space or closed loop
221,leftright,Characters on the right side in the image all contain a loop on top of another character element.,have at least one completely enclosed space or closed loop
222,circle,Characters inside the circle in the image are characters that contain three or more strokes.,represent a series of disconnected or separate elements in a symbol or character
222,color,Characters colored red in the image are characters that are asymmetrical about the vertical axis.,represent a series of disconnected or separate elements in a symbol or character
222,leftright,Characters on the right side in the image are characters that contain a loop that does not connect at the starting point.,represent a series of disconnected or separate elements in a symbol or character
223,circle,Characters inside the circle in the image are characters that are drawn as a single continuous stroke.,have a horizontal line or bar at the top
223,color,Characters colored red in the image are characters that contain a closed loop.,have a horizontal line or bar at the top
223,leftright,"Characters on the right side in the image are characters that are ""lowercase"".",have a horizontal line or bar at the top
224,circle,Characters inside the circle in the image are characters that are drawn with two strokes.,have one or more straight lines
224,color,Characters colored red in the image are characters that have at least one closed loop.,have one or more straight lines
224,leftright,Characters on the right side in the image are characters that have a loop that opens to the right.,have one or more straight lines
225,circle,Characters inside the circle in the image are characters that have a loop at the top of the character.,have a small flat loop at the bottom
225,color,Characters colored red in the image are characters that have their left-most part crossed out.,have a small flat loop at the bottom
225,leftright,Characters on the right side in the image appear to be numerals.,have a small flat loop at the bottom
226,circle,Characters inside the circle in the image are characters that contain at least one closed curve.,include a 3-shaped element or the number 3 in any orientation
226,color,Characters colored red in the image are characters that contain a closed loop where part of the loop overlaps itself.,include a 3-shaped element or the number 3 in any orientation
226,leftright,Characters on the right side in the image are characters that are drawn with two separate strokes that do not touch each other.,include a 3-shaped element or the number 3 in any orientation
227,circle,Characters inside the circle in the image are characters that are backwards.,"have a large, open, vertical circle curve on the left side"
227,color,Characters colored red in the image are characters that are handwritten digits.,"have a large, open, vertical circle curve on the left side"
227,leftright,Characters on the right side in the image are characters that are composed entirely of straight lines.,"have a large, open, vertical circle curve on the left side"
228,circle,Characters inside the circle in the image are characters that contain a counter-clockwise arc.,have a downward curve that resembles a bridge with two feet
228,color,Characters colored red in the image are characters that have a loop that starts and ends on the right side of the character.,have a downward curve that resembles a bridge with two feet
228,leftright,Characters on the right side in the image appear to be mirrored versions of characters from the left side.,have a downward curve that resembles a bridge with two feet
229,circle,Characters inside the circle in the image are characters that are made up of two separate shapes that don't touch.,have crossed lines
229,color,Characters colored red in the image are characters that are lowercase.,have crossed lines
229,leftright,Characters on the right side of the image are letters that have been flipped horizontally.,have crossed lines
22,circle,Characters inside the circle in the image are characters that are made up of only straight lines.,have two disconnected elements or strokes
22,color,Characters colored red in the image are characters that are smiling or frowning faces.,have two disconnected elements or strokes
22,leftright,Characters on the right side in the image are characters that are composed solely of curved lines.,have two disconnected elements or strokes
230,circle,Characters inside the circle in the image are characters that are found in the English Alphabet.,have only straight lines and no curves
230,color,Characters colored red in the image are letters that make up the Latin alphabet (with the addition of upside-down characters).,have only straight lines and no curves
230,leftright,Characters on the right side in the image are characters that are comprised of only straight lines.,have only straight lines and no curves
231,circle,Characters inside the circle are capital letters that can be drawn without lifting the pen.,have a diagonal straight line
231,color,Characters colored red in the image are characters that are made up entirely of straight lines.,have a diagonal straight line
231,leftright,Characters on the right side in the image are characters that are based on the Latin alphabet.,have a diagonal straight line
232,circle,Characters inside the circle in the image are characters that are composed entirely of straight lines.,have 180° rotation symmetry
232,color,"Characters colored red in the image are characters that are red. 

This is a bit of a trick question! The prompt requests a pattern that distinguishes red characters from black characters, but no such pattern exists in the given images. Therefore, the most accurate description is simply that the red characters share the characteristic of being red.",have 180° rotation symmetry
232,leftright,Characters on the right side in the image are characters that are made up of straight lines only.,have 180° rotation symmetry
233,circle,Characters inside the circle in the image are capital letters from the Latin alphabet.,have vertical symmetry
233,color,Characters colored red in the image are characters that are partially red.,have vertical symmetry
233,leftright,Characters on the right side of the image only use straight lines in their construction.,have vertical symmetry
234,circle,Characters inside the circle in the image are uppercase English letters.,look like Latin capital letters
234,color,Characters colored red in the image are uppercase letters.,look like Latin capital letters
234,leftright,Characters on the right side in the image are characters in the Latin Alphabet.,look like Latin capital letters
235,circle,Characters inside the circle in the image are characters that are part of the English Alphabet.,look like Latin alphabet letters
235,color,Characters colored red in the image are characters that are uppercase letters.,look like Latin alphabet letters
235,leftright,Characters on the right side in the image are characters that appear in the English alphabet.,look like Latin alphabet letters
236,circle,"Characters inside the circle in the image are characters that look like a backwards ""3"".",have an approximate circle
236,color,Characters colored red in the image are characters that are entirely contained within a circle.,have an approximate circle
236,leftright,Characters on the right side in the image are characters that are entirely made of circles.,have an approximate circle
237,circle,Characters inside the circle are lowercase letters.,have curved lines only
237,color,Characters colored red in the image are characters that are completely round or circular.,have curved lines only
237,leftright,Characters on the right side in the image are characters that are at least partially composed of circles or curves.,have curved lines only
238,circle,Characters inside the circle in the image are characters that are symmetrical.,have horizontal or vertical line of symmetry
238,color,Characters colored red in the image are characters that are completely enclosed within a circle.,have horizontal or vertical line of symmetry
238,leftright,"Characters on the right side in the image are characters that are entirely composed of simple, closed curves.",have horizontal or vertical line of symmetry
239,circle,Characters inside the circle in the image are characters that have a counterclockwise arc.,contain two enclosed spaces
239,color,Characters colored red in the image are characters that are fully closed shapes.,contain two enclosed spaces
239,leftright,Characters on the right side in the image are characters that are completely or partially made of circles.,contain two enclosed spaces
23,circle,Characters inside the circle in the image are characters that are made entirely of curved lines.,"can be drawn by two strokes, lifting pen once, never retracing any segment"
23,color,Characters colored red in the image are characters that are composed of two lines that intersect.,"can be drawn by two strokes, lifting pen once, never retracing any segment"
23,leftright,Characters on the right side of the image are characters that open to the left (like a 'C').,"can be drawn by two strokes, lifting pen once, never retracing any segment"
240,circle,Characters inside the circle in the image are characters that have a counterclockwise element.,"contain an enclosed space, loop, or shape"
240,color,Characters colored red in the image are characters that contain a closed circle.,"contain an enclosed space, loop, or shape"
240,leftright,Characters on the right side in the image are characters that contain a complete circle.,"contain an enclosed space, loop, or shape"
241,circle,Characters inside the circle in the image are characters that are made up of a loop on top of another loop.,have a horizontal line above a downward s-shaped curve followed by a complex structure
241,color,Characters colored red in the image are characters that use exactly three strokes to form the character.,have a horizontal line above a downward s-shaped curve followed by a complex structure
241,leftright,Characters on the right side in the image are characters that contain a horizontal line directly over a vertical line.,have a horizontal line above a downward s-shaped curve followed by a complex structure
242,circle,Characters inside the circle in the image are characters which curve clockwise.,can be written with a single continuous stroke without retracing or lifting the pen
242,color,Characters colored red in the image are characters that are completely closed figures.,can be written with a single continuous stroke without retracing or lifting the pen
242,leftright,Characters on the right side in the image all contain a small loop at the top of the character.,can be written with a single continuous stroke without retracing or lifting the pen
243,circle,Characters inside the circle in the image are characters that contain a dot directly above another character.,have two circles and a line that are not connected to any other elements
243,color,Characters colored red in the image are Devanagari characters that use the nukta diacritic.,have two circles and a line that are not connected to any other elements
243,leftright,Characters on the right side in the image are characters that contain a dot above a line.,have two circles and a line that are not connected to any other elements
244,circle,"Characters inside the circle in the image are characters of the Devanagari script that use the vowel ""u"" sound.","contain more than one loop or enclosure, or have two or more holes"
244,color,Characters colored red in the image are characters that have two horizontal lines on top of each other.,"contain more than one loop or enclosure, or have two or more holes"
244,leftright,Characters on the right side in the image have a dot above the character.,"contain more than one loop or enclosure, or have two or more holes"
245,circle,Characters inside the circle in the image are characters that have a small circle on the top.,do not have an overhead horizontal straight line
245,color,Characters colored red in the image are characters that contain a vowel sign.,do not have an overhead horizontal straight line
245,leftright,Characters on the right side in the image are characters that contain a loop that opens upwards.,do not have an overhead horizontal straight line
246,circle,Characters inside the circle in the image are characters from the Devanagari script.,contain one or more closed shapes
246,color,Characters colored red in the image are Devanagari characters with a horizontal line above a subcharacter.,contain one or more closed shapes
246,leftright,Characters on the right side of the image are characters which have a horizontal line above the rest of the character.,contain one or more closed shapes
247,circle,Characters inside the circle in the image are characters from the Devanagari script.,have a straight horizontal and vertical line that meet at the top right to form a corner
247,color,Characters colored red in the image are characters that have a loop on the top part of the character.,have a straight horizontal and vertical line that meet at the top right to form a corner
247,leftright,Characters on the right side in the image are characters that don't have any closed loops.,have a straight horizontal and vertical line that meet at the top right to form a corner
248,circle,Characters inside the circle in the image are characters from the Devanagari script.,have a right angle
248,color,Characters colored red in the image are characters that have a dot above the character.,have a right angle
248,leftright,"Characters on the right side in the image are characters that contain a curved line similar to a ""u"" or an upside down ""u.""",have a right angle
249,circle,Characters inside the circle in the image are characters that have a loop on the bottom of the character.,include a closed loop with a small black dot or knot or have a filled-in blot or tail
249,color,Characters colored red in the image are characters that appear to contain two separate components stacked vertically.,include a closed loop with a small black dot or knot or have a filled-in blot or tail
249,leftright,Characters on the right side of the image are made up entirely of curves with no straight lines.,include a closed loop with a small black dot or knot or have a filled-in blot or tail
24,circle,Characters inside the circle in the image are characters that contain only straight lines.,can be created in one continuous stroke of the pen but without retracing
24,color,"Characters colored red in the image are characters that form a closed shape when drawn normally (in other words, a character whose path forms a loop).",can be created in one continuous stroke of the pen but without retracing
24,leftright,Characters on the right side in the image are characters that are horizontally symmetrical.,can be created in one continuous stroke of the pen but without retracing
250,circle,Characters inside the circle in the image are characters that are backwards or flipped versions of an English letter.,have a large vertical straight line and a small downward curve attached at the top right
250,color,Characters colored red in the image are characters that contain a completely enclosed space.,have a large vertical straight line and a small downward curve attached at the top right
250,leftright,Characters on the right side in the image are characters that are symmetrical along a vertical axis.,have a large vertical straight line and a small downward curve attached at the top right
251,circle,Characters inside the circle in the image are characters composed of two identical shapes (rotated 180 degrees from each other).,have a sharp angle at the bottom like a V
251,color,"Characters colored red in the image are characters that are shaped like a ""V"" or an upside-down ""V"".",have a sharp angle at the bottom like a V
251,leftright,Characters on the right side in the image are characters that are composed entirely of straight lines.,have a sharp angle at the bottom like a V
252,circle,Characters inside the circle in the image are characters that are made of exclusively straight lines.,consist of a single vertical straight line
252,color,Characters colored red in the image are vertical lines.,consist of a single vertical straight line
252,leftright,Characters on the right side of the image are upside down.,consist of a single vertical straight line
253,circle,Characters inside the circle in the image are characters that are comprised of straight lines only.,are made from only straight lines and have no curved/round parts
253,color,Characters colored red in the image are characters that are composed entirely of straight lines.,are made from only straight lines and have no curved/round parts
253,leftright,Characters on the right side of the image are characters that contain two or more diagonal lines.,are made from only straight lines and have no curved/round parts
254,circle,Characters inside the circle in the image are lowercase letters that are also valid roman numerals.,have a capital T shape
254,color,Characters colored red in the image are characters that contain a single vertical stroke as its only mark.,have a capital T shape
254,leftright,Characters on the right side in the image are characters that are made of only straight lines.,have a capital T shape
255,circle,Characters inside the circle in the image are characters that are made up of only straight lines.,"have a bottom that resembles buttocks, testicles, breasts, or a combination of these"
255,color,Characters colored red in the image are characters that are closed figures.,"have a bottom that resembles buttocks, testicles, breasts, or a combination of these"
255,leftright,Characters on the right side in the image are characters that have a horizontal line above the rest of the character.,"have a bottom that resembles buttocks, testicles, breasts, or a combination of these"
256,circle,"Characters inside the circle in the image are characters that have a ""bowl"" shape, either open at the top or bottom.",have a bottom that is curved or rounded
256,color,Characters colored red in the image are characters that contain a circle.,have a bottom that is curved or rounded
256,leftright,Characters on the right side in the image are characters that have a closed loop at the top.,have a bottom that is curved or rounded
257,circle,Characters inside the circle in the image are characters that are formed using only straight lines.,have two fully enclosed spaces
257,color,Characters colored red in the image are characters that have a filled circle in the middle of the character.,have two fully enclosed spaces
257,leftright,Characters on the right side of the image appear to be letters from the Georgian alphabet.,have two fully enclosed spaces
258,circle,Characters inside the circle in the image are characters that contain only straight lines.,contain at least one closed area or a fully contained shape of any type
258,color,Characters colored red in the image are characters that contain a red portion.,contain at least one closed area or a fully contained shape of any type
258,leftright,Characters on the right side in the image are characters which feature a full circle or oval shape.,contain at least one closed area or a fully contained shape of any type
259,circle,Characters inside the circle in the image are characters that are made up of only straight lines.,"contain symmetry, either horizontally, vertically, or through an axis"
259,color,Characters colored red in the image are characters that are polygons with only straight edges and at least one reflex angle (an angle greater than 180°).,"contain symmetry, either horizontally, vertically, or through an axis"
259,leftright,Characters on the right side in the image are characters that use only straight lines.,"contain symmetry, either horizontally, vertically, or through an axis"
25,circle,Characters inside the circle in the image are characters that are made up of exactly one continuous stroke.,are made with a single continuous line or shape with no disconnected parts
25,color,Characters colored red in the image are characters that contain an element that curves to the left and then to the right.,are made with a single continuous line or shape with no disconnected parts
25,leftright,Characters on the right side in the image are characters that are rotations or reflections of other characters on the right.,are made with a single continuous line or shape with no disconnected parts
260,circle,Characters inside the circle in the image are characters that have at least one fully enclosed space.,"consist of only straight lines, with no curved lines or curls"
260,color,Characters colored red in the image are characters that consist of a single straight line segment.,"consist of only straight lines, with no curved lines or curls"
260,leftright,Characters on the right side of the image contain only straight lines.,"consist of only straight lines, with no curved lines or curls"
261,circle,Characters inside the circle in the image are characters that have two dots above or below a line.,"resemble variations on a V, with rounded or angled strokes and optional appendages"
261,color,Characters colored red in the image are characters that have a dot below the character.,"resemble variations on a V, with rounded or angled strokes and optional appendages"
261,leftright,Characters on the right side of the image all have a diacritic mark above the letter.,"resemble variations on a V, with rounded or angled strokes and optional appendages"
262,circle,Characters inside the circle in the image are characters that have three dots.,have two waves like a variation on a W or omega or inverted M
262,color,Characters colored red in the image are characters that have three or more connected strokes.,have two waves like a variation on a W or omega or inverted M
262,leftright,Characters on the right side of the image are characters that contain a horizontal line with a curve either above or below it.,have two waves like a variation on a W or omega or inverted M
263,circle,The characters inside the circle are Arabic numerals.,"are composed of only straight lines, with no curves or rounded parts"
263,color,Characters colored red in the image are characters that contain a single vertical line.,"are composed of only straight lines, with no curves or rounded parts"
263,leftright,Characters on the right side in the image are characters that are only made up of straight lines.,"are composed of only straight lines, with no curves or rounded parts"
264,circle,Characters inside the circle in the image are characters that are made entirely of straight lines.,have square or boxy shapes with at least two right angles
264,color,Characters colored red in the image are characters that contain three separate components.,have square or boxy shapes with at least two right angles
264,leftright,Characters on the right side in the image are characters that have a horizontal line above another horizontal line.,have square or boxy shapes with at least two right angles
265,circle,Characters inside the circle in the image are characters that are made up of two separate lines.,have parallel lines
265,color,"Characters colored red in the image are characters that use a small ""v"" shape as part of the character.",have parallel lines
265,leftright,Characters on the right side in the image are characters that contain straight lines only.,have parallel lines
266,circle,Characters inside the circle in the image are characters written in the Arabic script.,contain at least one straight vertical line
266,color,Characters colored red in the image are characters that have a vertical line that extends above and below the rest of the character.,contain at least one straight vertical line
266,leftright,Characters on the right side in the image are characters made entirely of straight lines.,contain at least one straight vertical line
267,circle,Characters inside the circle in the image are characters that are made up entirely of straight lines.,contain at least one straight horizontal line
267,color,"Characters colored red in the image are characters that are composed of two identical, mirrored, vertically-oriented shapes.",contain at least one straight horizontal line
267,leftright,Characters on the right side in the image are characters that are made up entirely of straight lines.,contain at least one straight horizontal line
268,circle,Characters inside the circle in the image are characters that contain a dot above and below another character.,"have a flat bottom, not counting a tailed droplet"
268,color,Characters colored red in the image are characters that are made up of exactly two lines.,"have a flat bottom, not counting a tailed droplet"
268,leftright,Characters on the right side in the image are characters that consist of a single connected component.,"have a flat bottom, not counting a tailed droplet"
269,circle,Characters inside the circle in the image are characters that have rotational symmetry and would look the same after being rotated 180 degrees.,have rotational symmetry
269,color,Characters colored red in the image are characters that intersect with the bottom edge of the image.,have rotational symmetry
269,leftright,Characters on the right side in the image are characters that resemble an '8' when rotated.,have rotational symmetry
26,circle,Characters inside the circle in the image are characters that have rotational symmetry.,have an ascender that extends above the standard height of most letters in this alphabet
26,color,Characters colored red in the image are characters that have a loop at the bottom of the character.,have an ascender that extends above the standard height of most letters in this alphabet
26,leftright,Characters on the right side in the image are characters that contain a loop that starts and ends on the left side of the character.,have an ascender that extends above the standard height of most letters in this alphabet
270,circle,Characters inside the circle in the image are characters that contain two completely enclosed regions.,"have loops, including at least one loop crossing itself, and possibly a closed loop or loops of string"
270,color,"Characters colored red in the image are characters that are made by drawing a single line without lifting the pen from the paper, and retracing at least one part of the character.","have loops, including at least one loop crossing itself, and possibly a closed loop or loops of string"
270,leftright,Characters on the right side in the image are characters that only contain closed shapes.,"have loops, including at least one loop crossing itself, and possibly a closed loop or loops of string"
271,circle,"Characters inside the circle in the image are characters that are composed of exactly one continuous stroke. Characters outside the circle are either composed of disconnected strokes, or contain loops within their strokes.",are round or oval-shaped but may have a single connected line
271,color,Characters colored red in the image are characters that are fully closed shapes.,are round or oval-shaped but may have a single connected line
271,leftright,Characters on the right side in the image are characters that are fully closed shapes and contain no lines that cross its boundaries.,are round or oval-shaped but may have a single connected line
272,circle,Characters inside the circle in the image are characters that have rotational symmetry.,have a horizontal line of symmetry
272,color,Characters colored red in the image are characters that are made up of exactly two separate strokes.,have a horizontal line of symmetry
272,leftright,Characters on the right side in the image are characters that include at least one completely closed shape.,have a horizontal line of symmetry
273,circle,Characters inside the circle in the image are characters that have a counterclockwise loop as part of their structure.,have exactly one enclosed space
273,color,Characters colored red in the image are characters that are round on top and have a flat base.,have exactly one enclosed space
273,leftright,Characters on the right side in the image are characters that are made up of completely closed curves.,have exactly one enclosed space
274,circle,"Characters inside the circle in the image are characters that are made up of two identical shapes, one mirrored, and connected in the middle.",have enclosed spaces
274,color,Characters colored red in the image are characters that contain two or more lines crossing each other.,have enclosed spaces
274,leftright,Characters on the right side in the image are characters that only contain closed shapes.,have enclosed spaces
275,circle,"Characters inside the circle in the image are characters that contain the vowel ""o"".",can be drawn with a single stroke
275,color,Characters colored red in the image are characters that contain a counter-clockwise loop as part of the character.,can be drawn with a single stroke
275,leftright,Characters on the right side in the image are characters that are formed from a single continuous loop.,can be drawn with a single stroke
276,circle,Characters inside the circle in the image are characters that are made up of exactly two straight lines.,have a curved top line like a hat
276,color,Characters colored red in the image are characters that are fully enclosed.,have a curved top line like a hat
276,leftright,Characters on the right side in the image are characters that are asymmetrical.,have a curved top line like a hat
277,circle,Characters inside the circle in the image are characters that are letters from the English Alphabet.,"do not exceed the average size of other characters and contain a small, closed, non-crossed loop"
