rule_id,visual,correctness_gemini,correctness_gpt,correctness_llavanext,correctness_instructblip,correctness_idefics2,correctness_idefics3,class,length,script,parse_depth
170,leftright,True,True,True,True,False,False,specific,20,Phoenician,3
171,circle,True,True,False,False,False,False,specific,79,Phoenician,6
171,color,True,True,False,False,True,False,specific,79,Phoenician,6
171,leftright,True,True,True,False,True,True,specific,79,Phoenician,6
172,circle,False,False,False,True,False,False,none,63,Phoenician,8
172,color,False,False,False,False,False,False,none,63,Phoenician,8
172,leftright,False,True,False,False,True,False,none,63,Phoenician,8
173,circle,False,True,False,False,False,False,none,41,Phoenician,3
173,color,True,True,True,False,False,True,none,41,Phoenician,3
173,leftright,True,True,False,False,False,False,none,41,Phoenician,3
174,circle,True,True,False,False,False,False,enclosed,90,Phoenician,5
174,color,True,False,False,False,False,True,enclosed,90,Phoenician,5
174,leftright,True,True,False,True,False,False,enclosed,90,Phoenician,5
175,circle,False,False,False,True,True,False,none,101,Shavian,9
175,color,True,False,False,True,False,False,none,101,Shavian,9
175,leftright,False,False,True,False,True,True,none,101,Shavian,9
176,circle,True,True,False,False,False,False,none,34,Shavian,5
176,color,True,True,False,False,False,False,none,34,Shavian,5
176,leftright,False,True,False,False,False,False,none,34,Shavian,5
177,circle,False,False,False,False,False,False,none,63,Shavian,8
177,color,False,False,False,False,False,False,none,63,Shavian,8
177,leftright,False,False,False,True,False,False,none,63,Shavian,8
178,circle,False,True,False,False,False,False,none,33,Shavian,4
178,color,False,True,True,False,True,True,none,33,Shavian,4
178,leftright,False,False,False,False,False,False,none,33,Shavian,4
179,circle,False,False,False,False,False,False,none,52,Shavian,6
179,color,False,False,False,True,False,False,none,52,Shavian,6
179,leftright,False,False,False,True,True,False,none,52,Shavian,6
180,circle,True,True,False,False,True,False,none,73,Shavian,8
180,color,True,True,True,False,True,True,none,73,Shavian,8
180,leftright,True,True,True,False,True,True,none,73,Shavian,8
181,circle,False,True,True,True,True,False,symmetry,32,Shavian,3
181,color,False,True,False,True,False,False,symmetry,32,Shavian,3
181,leftright,False,True,True,False,False,False,symmetry,32,Shavian,3
182,circle,True,True,True,False,True,False,enclosed,33,Shavian,3
182,color,False,False,False,False,True,True,enclosed,33,Shavian,3
182,leftright,True,True,True,False,False,True,enclosed,33,Shavian,3
183,circle,False,False,False,False,False,False,none,67,Soyombo,5
183,color,True,False,False,False,True,False,none,67,Soyombo,5
183,leftright,False,False,False,False,True,False,none,67,Soyombo,5
184,circle,False,False,False,False,False,False,none,20,Soyombo,3
184,color,False,False,False,False,True,False,none,20,Soyombo,3
184,leftright,True,False,False,True,False,False,none,20,Soyombo,3
185,circle,False,True,False,False,False,False,enclosed,27,Soyombo,3
185,color,True,True,False,False,False,False,enclosed,27,Soyombo,3
185,leftright,False,False,False,False,False,False,enclosed,27,Soyombo,3
186,circle,False,True,False,False,False,True,none,108,Soyombo,8
186,color,True,True,True,False,True,True,none,108,Soyombo,8
186,leftright,False,False,False,True,True,False,none,108,Soyombo,8
187,circle,False,False,False,False,False,False,none,72,Soyombo,7
187,color,True,True,False,False,False,True,none,72,Soyombo,7
187,leftright,False,True,False,False,False,False,none,72,Soyombo,7
188,circle,False,False,False,False,False,False,diagonal,22,Soyombo,3
188,color,False,True,False,False,False,False,diagonal,22,Soyombo,3
188,leftright,False,True,False,False,False,False,diagonal,22,Soyombo,3
189,circle,False,False,False,False,True,False,none,63,Soyombo,5
189,color,True,False,False,False,False,False,none,63,Soyombo,5
189,leftright,False,False,False,False,True,True,none,63,Soyombo,5
190,circle,False,False,False,False,False,False,none,99,Soyombo,8
190,color,False,False,False,True,False,True,none,99,Soyombo,8
190,leftright,True,True,False,False,False,False,none,99,Soyombo,8
191,circle,False,False,False,False,False,False,specific,87,Soyombo,6
191,color,True,True,True,False,True,True,specific,87,Soyombo,6
191,leftright,False,True,False,True,False,False,specific,87,Soyombo,6
192,circle,True,True,False,True,False,False,none,100,Soyombo,7
192,color,True,True,False,False,True,True,none,100,Soyombo,7
192,leftright,True,False,False,True,True,False,none,100,Soyombo,7
193,circle,False,False,False,False,False,False,none,70,Soyombo,6
193,color,False,False,False,True,False,False,none,70,Soyombo,6
193,leftright,False,False,False,False,False,False,none,70,Soyombo,6
194,circle,True,False,False,True,False,False,specific,59,Soyombo,4
194,color,True,False,False,True,False,False,specific,59,Soyombo,4
194,leftright,True,False,False,True,False,False,specific,59,Soyombo,4
195,circle,False,False,False,False,False,False,stroke,128,Soyombo,10
195,color,True,False,False,False,False,False,stroke,128,Soyombo,10
195,leftright,False,True,False,False,False,False,stroke,128,Soyombo,10
196,circle,True,True,False,False,False,False,enclosed,18,Psalter Pahlavi,3
196,color,False,True,True,False,False,False,enclosed,18,Psalter Pahlavi,3
196,leftright,True,True,False,True,False,False,enclosed,18,Psalter Pahlavi,3
197,circle,True,True,True,False,True,True,specific,45,Psalter Pahlavi,4
197,color,True,True,True,False,True,True,specific,45,Psalter Pahlavi,4
197,leftright,True,True,True,False,False,True,specific,45,Psalter Pahlavi,4
198,circle,True,True,True,True,True,True,none,60,Psalter Pahlavi,7
198,color,True,True,True,False,False,False,none,60,Psalter Pahlavi,7
198,leftright,True,True,True,True,True,False,none,60,Psalter Pahlavi,7
199,circle,False,False,False,False,False,False,none,29,Psalter Pahlavi,3
199,color,True,False,False,True,False,False,none,29,Psalter Pahlavi,3
199,leftright,False,False,False,False,False,False,none,29,Psalter Pahlavi,3
200,circle,False,False,False,False,False,False,none,38,Psalter Pahlavi,3
200,color,True,True,False,False,False,False,none,38,Psalter Pahlavi,3
200,leftright,True,True,False,True,False,False,none,38,Psalter Pahlavi,3
201,circle,False,True,False,True,False,False,enclosed,39,Warang Citi,4
201,color,True,True,True,False,True,True,enclosed,39,Warang Citi,4
201,leftright,True,True,False,True,False,False,enclosed,39,Warang Citi,4
202,circle,True,True,True,True,True,True,none,86,Warang Citi,6
202,color,True,True,False,False,False,True,none,86,Warang Citi,6
202,leftright,True,True,False,False,False,False,none,86,Warang Citi,6
203,circle,True,True,True,False,True,True,enclosed,47,Warang Citi,4
203,color,True,True,True,False,False,True,enclosed,47,Warang Citi,4
203,leftright,True,True,False,False,False,True,enclosed,47,Warang Citi,4
204,circle,False,False,False,False,True,False,symmetry,40,Warang Citi,4
204,color,False,False,False,False,False,False,symmetry,40,Warang Citi,4
204,leftright,False,False,True,False,False,True,symmetry,40,Warang Citi,4
205,circle,False,True,False,False,True,False,symmetry,38,Warang Citi,4
205,color,False,False,False,False,True,False,symmetry,38,Warang Citi,4
205,leftright,False,False,True,False,False,True,symmetry,38,Warang Citi,4
206,circle,True,True,True,False,True,True,symmetry,55,Warang Citi,5
206,color,False,False,False,False,False,False,symmetry,55,Warang Citi,5
206,leftright,True,True,True,False,True,True,symmetry,55,Warang Citi,5
207,circle,True,True,True,True,False,False,enclosed,62,Tagbanwa,6
207,color,True,True,False,False,False,False,enclosed,62,Tagbanwa,6
207,leftright,True,True,False,False,False,False,enclosed,62,Tagbanwa,6
208,circle,False,False,False,False,False,False,none,35,Tagbanwa,4
208,color,True,False,True,False,False,True,none,35,Tagbanwa,4
208,leftright,True,True,False,False,False,False,none,35,Tagbanwa,4
209,circle,True,True,True,False,False,False,stroke,77,Tagbanwa,5
209,color,True,True,True,False,False,False,stroke,77,Tagbanwa,5
209,leftright,True,True,False,False,False,False,stroke,77,Tagbanwa,5
210,circle,True,True,True,False,False,True,none,29,Tagbanwa,4
210,color,True,True,False,True,False,False,none,29,Tagbanwa,4
210,leftright,True,True,False,False,False,False,none,29,Tagbanwa,4
211,circle,True,False,False,False,True,True,none,30,Tagbanwa,3
211,color,True,False,False,False,True,False,none,30,Tagbanwa,3
211,leftright,True,False,False,False,True,False,none,30,Tagbanwa,3
212,circle,False,True,False,False,False,True,none,110,Nyiakeng Puachue Hmong,6
212,color,False,True,True,False,False,True,none,110,Nyiakeng Puachue Hmong,6
212,leftright,False,True,False,False,True,False,none,110,Nyiakeng Puachue Hmong,6
213,circle,True,True,True,False,True,True,specific,63,Nyiakeng Puachue Hmong,5
213,color,True,True,True,False,True,True,specific,63,Nyiakeng Puachue Hmong,5
213,leftright,True,True,True,True,True,True,specific,63,Nyiakeng Puachue Hmong,5
214,circle,False,False,False,False,False,False,none,41,Nyiakeng Puachue Hmong,3
214,color,False,False,False,False,False,False,none,41,Nyiakeng Puachue Hmong,3
214,leftright,False,False,False,False,False,False,none,41,Nyiakeng Puachue Hmong,3
215,circle,True,True,True,False,True,True,enclosed,35,Nyiakeng Puachue Hmong,4
215,color,True,True,True,False,True,False,enclosed,35,Nyiakeng Puachue Hmong,4
215,leftright,True,False,True,False,False,True,enclosed,35,Nyiakeng Puachue Hmong,4
216,circle,True,False,False,False,False,False,none,75,Nyiakeng Puachue Hmong,6
216,color,False,True,True,False,False,False,none,75,Nyiakeng Puachue Hmong,6
216,leftright,True,False,True,False,False,True,none,75,Nyiakeng Puachue Hmong,6
217,circle,False,False,True,False,False,False,horizontal,33,Nyiakeng Puachue Hmong,5
217,color,False,False,False,False,False,False,horizontal,33,Nyiakeng Puachue Hmong,5
217,leftright,False,False,False,True,False,False,horizontal,33,Nyiakeng Puachue Hmong,5
218,circle,False,False,False,False,False,True,none,61,Nyiakeng Puachue Hmong,8
218,color,True,False,False,False,False,True,none,61,Nyiakeng Puachue Hmong,8
218,leftright,False,True,False,True,False,True,none,61,Nyiakeng Puachue Hmong,8
219,circle,False,False,False,False,False,False,none,62,Multani,4
219,color,True,True,False,False,False,False,none,62,Multani,4
219,leftright,False,True,True,False,False,True,none,62,Multani,4
220,circle,True,False,False,True,False,True,none,90,Multani,10
220,color,False,True,False,False,False,False,none,90,Multani,10
220,leftright,False,True,False,True,False,False,none,90,Multani,10
221,circle,False,True,True,False,False,False,enclosed,58,Multani,5
221,color,False,False,False,False,False,False,enclosed,58,Multani,5
221,leftright,True,False,False,True,False,False,enclosed,58,Multani,5
222,circle,True,True,True,False,False,False,stroke,80,Multani,6
222,color,True,True,False,True,False,False,stroke,80,Multani,6
222,leftright,True,True,False,True,False,False,stroke,80,Multani,6
223,circle,False,False,False,True,False,False,horizontal,40,Multani,5
223,color,True,False,False,False,False,False,horizontal,40,Multani,5
223,leftright,False,True,False,False,False,False,horizontal,40,Multani,5
224,circle,False,False,False,False,False,False,none,31,Multani,4
224,color,False,False,False,False,False,True,none,31,Multani,4
224,leftright,False,False,False,False,False,False,none,31,Multani,4
225,circle,True,False,False,True,False,False,none,36,Multani,5
225,color,True,True,False,False,True,True,none,36,Multani,5
225,leftright,True,False,False,False,False,False,none,36,Multani,5
226,circle,False,True,True,False,False,True,specific,61,Multani,5
226,color,False,True,True,True,True,True,specific,61,Multani,5
226,leftright,True,True,True,True,True,False,specific,61,Multani,5
227,circle,False,False,False,False,False,True,none,58,Multani,5
227,color,True,True,False,False,False,True,none,58,Multani,5
227,leftright,False,True,False,False,False,True,none,58,Multani,5
228,circle,True,True,False,False,False,False,none,59,Multani,6
228,color,True,True,False,True,False,False,none,59,Multani,6
228,leftright,False,True,True,False,False,True,none,59,Multani,6
229,circle,False,False,False,False,False,True,cross,18,Pau Cin Hau,2
229,color,False,False,False,False,False,False,cross,18,Pau Cin Hau,2
229,leftright,False,True,False,False,True,False,cross,18,Pau Cin Hau,2
230,circle,False,True,False,False,False,False,none,38,Pau Cin Hau,4
230,color,True,False,False,False,False,False,none,38,Pau Cin Hau,4
230,leftright,False,False,False,False,False,False,none,38,Pau Cin Hau,4
231,circle,False,True,True,False,False,True,diagonal,29,Pau Cin Hau,3
231,color,True,True,True,False,False,True,diagonal,29,Pau Cin Hau,3
231,leftright,True,True,False,False,True,False,diagonal,29,Pau Cin Hau,3
232,circle,True,True,True,True,True,False,symmetry,27,Pau Cin Hau,4
232,color,True,True,False,False,False,False,symmetry,27,Pau Cin Hau,4
232,leftright,False,False,False,False,False,False,symmetry,27,Pau Cin Hau,4
233,circle,False,False,False,False,False,False,symmetry,22,Pau Cin Hau,3
233,color,False,False,False,False,False,False,symmetry,22,Pau Cin Hau,3
233,leftright,True,True,True,True,True,False,symmetry,22,Pau Cin Hau,3
234,circle,False,True,False,False,True,True,specific,31,Pau Cin Hau,5
234,color,True,True,False,True,False,False,specific,31,Pau Cin Hau,5
234,leftright,True,True,False,False,False,True,specific,31,Pau Cin Hau,5
235,circle,True,True,True,False,True,True,specific,32,Pau Cin Hau,5
235,color,True,True,True,True,True,True,specific,32,Pau Cin Hau,5
235,leftright,True,True,True,False,True,False,specific,32,Pau Cin Hau,5
236,circle,False,True,True,False,False,True,none,26,Pau Cin Hau,3
236,color,True,True,False,True,False,True,none,26,Pau Cin Hau,3
236,leftright,True,True,True,False,False,True,none,26,Pau Cin Hau,3
237,circle,False,False,False,True,False,False,none,22,Pau Cin Hau,3
237,color,True,False,False,False,False,False,none,22,Pau Cin Hau,3
237,leftright,True,True,False,False,False,True,none,22,Pau Cin Hau,3
238,circle,False,False,False,False,False,False,symmetry,44,Pau Cin Hau,4
238,color,False,False,False,False,False,False,symmetry,44,Pau Cin Hau,4
238,leftright,False,False,False,False,False,True,symmetry,44,Pau Cin Hau,4
239,circle,False,False,False,False,False,False,enclosed,27,Pau Cin Hau,3
239,color,False,False,False,False,False,False,enclosed,27,Pau Cin Hau,3
239,leftright,False,False,False,False,False,False,enclosed,27,Pau Cin Hau,3
240,circle,True,True,False,True,False,False,enclosed,41,Pau Cin Hau,4
240,color,True,True,True,False,False,True,enclosed,41,Pau Cin Hau,4
240,leftright,True,True,True,False,False,False,enclosed,41,Pau Cin Hau,4
241,circle,False,False,False,True,True,True,none,86,Pracalit,8
241,color,True,False,False,True,True,True,none,86,Pracalit,8
241,leftright,True,False,False,True,False,False,none,86,Pracalit,8
242,circle,True,False,False,True,False,False,stroke,83,Pracalit,6
242,color,True,False,False,False,False,False,stroke,83,Pracalit,6
242,leftright,True,False,False,True,False,False,stroke,83,Pracalit,6
243,circle,False,False,False,False,False,False,none,72,Pracalit,7
243,color,True,False,False,False,False,True,none,72,Pracalit,7
243,leftright,False,False,False,True,False,False,none,72,Pracalit,7
244,circle,True,True,True,False,False,True,enclosed,66,Pracalit,5
244,color,False,True,False,False,False,True,enclosed,66,Pracalit,5
244,leftright,False,True,False,False,False,False,enclosed,66,Pracalit,5
245,circle,False,False,False,False,False,False,horizontal,48,Pracalit,3
245,color,False,False,True,False,False,False,horizontal,48,Pracalit,3
245,leftright,False,False,False,False,True,False,horizontal,48,Pracalit,3
246,circle,True,True,True,False,False,False,enclosed,33,Pracalit,4
246,color,False,True,True,False,False,True,enclosed,33,Pracalit,4
246,leftright,False,True,True,False,False,True,enclosed,33,Pracalit,4
247,circle,False,False,True,False,False,False,none,88,Pracalit,6
247,color,True,False,False,True,False,False,none,88,Pracalit,6
247,leftright,False,False,True,False,True,True,none,88,Pracalit,6
248,circle,False,False,False,False,False,False,none,18,Pracalit,3
248,color,False,False,False,False,False,False,none,18,Pracalit,3
248,leftright,False,False,False,False,True,False,none,18,Pracalit,3
249,circle,True,True,True,False,True,True,none,85,Pracalit,5
249,color,True,False,True,True,False,True,none,85,Pracalit,5
249,leftright,False,True,False,True,False,False,none,85,Pracalit,5
250,circle,True,False,False,True,False,False,none,88,Old Permic,7
250,color,False,True,True,False,False,True,none,88,Old Permic,7
250,leftright,True,False,True,False,True,False,none,88,Old Permic,7
251,circle,False,True,False,False,False,False,none,41,Old Permic,5
251,color,True,True,False,False,True,False,none,41,Old Permic,5
251,leftright,True,False,False,False,True,True,none,41,Old Permic,5
252,circle,True,True,False,False,False,False,vertical,42,Old Permic,4
252,color,True,True,False,False,False,False,vertical,42,Old Permic,4
252,leftright,True,True,True,False,False,True,vertical,42,Old Permic,4
253,circle,True,True,False,False,True,True,none,64,Old Permic,5
253,color,True,False,False,False,True,False,none,64,Old Permic,5
253,leftright,True,True,False,True,False,False,none,64,Old Permic,5
254,circle,False,False,True,False,False,False,specific,22,Old Permic,3
254,color,False,True,True,False,True,True,specific,22,Old Permic,3
254,leftright,False,True,True,True,True,False,specific,22,Old Permic,3
255,circle,False,False,False,True,False,False,specific,84,Old Permic,9
255,color,False,True,True,True,False,False,specific,84,Old Permic,9
255,leftright,False,True,False,True,False,False,specific,84,Old Permic,9
256,circle,False,True,True,False,False,False,none,39,Old Permic,5
256,color,False,False,False,False,False,True,none,39,Old Permic,5
256,leftright,True,False,False,True,False,False,none,39,Old Permic,5
257,circle,False,False,False,False,True,False,enclosed,30,Old Permic,4
257,color,False,False,False,False,False,False,enclosed,30,Old Permic,4
257,leftright,True,False,False,False,False,False,enclosed,30,Old Permic,4
258,circle,True,True,True,False,True,True,enclosed,71,Old Permic,6
258,color,True,False,True,True,False,True,enclosed,71,Old Permic,6
258,leftright,True,True,True,False,True,False,enclosed,71,Old Permic,6
259,circle,True,True,True,False,True,False,symmetry,69,Old Permic,5
259,color,False,True,False,False,False,False,symmetry,69,Old Permic,5
259,leftright,False,False,True,False,False,True,symmetry,69,Old Permic,5
260,circle,False,False,True,False,False,False,none,61,Old Permic,6
260,color,True,False,True,False,False,False,none,61,Old Permic,6
260,leftright,True,True,True,False,False,True,none,61,Old Permic,6
261,circle,False,True,False,True,True,True,specific,82,Mandaic,5
261,color,True,True,True,False,True,False,specific,82,Mandaic,5
261,leftright,True,True,True,False,True,True,specific,82,Mandaic,5
262,circle,True,False,False,False,True,True,specific,61,Mandaic,8
262,color,True,True,False,False,True,True,specific,61,Mandaic,8
262,leftright,True,True,True,False,True,True,specific,61,Mandaic,8
263,circle,False,True,False,False,False,False,none,68,Mandaic,5
263,color,False,False,False,True,False,False,none,68,Mandaic,5
263,leftright,True,True,False,False,False,False,none,68,Mandaic,5
264,circle,False,False,False,False,False,False,none,57,Mandaic,7
264,color,False,False,False,True,False,False,none,57,Mandaic,7
264,leftright,True,True,False,True,False,False,none,57,Mandaic,7
265,circle,False,False,False,False,False,False,none,19,Mandaic,3
265,color,False,False,False,False,False,True,none,19,Mandaic,3
265,leftright,False,False,False,False,False,False,none,19,Mandaic,3
266,circle,True,True,False,True,False,False,vertical,43,Mandaic,5
266,color,True,True,False,True,False,False,vertical,43,Mandaic,5
266,leftright,True,False,False,False,True,False,vertical,43,Mandaic,5
267,circle,False,False,False,False,False,False,horizontal,45,Mandaic,5
267,color,False,True,False,False,False,False,horizontal,45,Mandaic,5
267,leftright,True,False,True,False,False,True,horizontal,45,Mandaic,5
268,circle,False,False,False,True,False,False,none,49,Mandaic,4
268,color,False,True,False,False,True,False,none,49,Mandaic,4
268,leftright,False,False,False,False,True,True,none,49,Mandaic,4
269,circle,True,True,True,False,True,True,symmetry,24,Lepcha,3
269,color,False,True,False,False,False,False,symmetry,24,Lepcha,3
269,leftright,False,True,False,False,False,False,symmetry,24,Lepcha,3
270,circle,True,True,True,False,True,True,none,102,Lepcha,8
270,color,True,True,True,True,False,True,none,102,Lepcha,8
270,leftright,False,True,True,False,False,True,none,102,Lepcha,8
271,circle,True,True,False,False,False,False,none,61,Lepcha,4
271,color,True,True,True,False,False,False,none,61,Lepcha,4
271,leftright,True,True,False,True,False,False,none,61,Lepcha,4
272,circle,True,True,False,True,False,False,symmetry,34,Lepcha,4
272,color,False,True,False,True,False,False,symmetry,34,Lepcha,4
272,leftright,True,True,True,False,False,True,symmetry,34,Lepcha,4
273,circle,True,False,False,False,False,False,enclosed,31,Lepcha,4
273,color,False,True,True,False,True,False,enclosed,31,Lepcha,4
273,leftright,True,True,True,False,False,False,enclosed,31,Lepcha,4
274,circle,True,True,True,False,False,False,enclosed,20,Lepcha,2
274,color,False,True,False,False,False,False,enclosed,20,Lepcha,2
274,leftright,True,True,False,True,False,False,enclosed,20,Lepcha,2
275,circle,True,True,True,False,True,False,stroke,33,Lepcha,4
275,color,True,True,False,False,False,False,stroke,33,Lepcha,4
275,leftright,True,False,False,True,False,False,stroke,33,Lepcha,4
276,circle,False,False,False,False,False,False,none,33,Lepcha,5
276,color,False,False,False,False,False,False,none,33,Lepcha,5
276,leftright,False,False,False,False,False,False,none,33,Lepcha,5
277,circle,True,True,True,False,True,True,none,96,New Tai Lue,5
277,color,False,True,False,False,True,True,none,96,New Tai Lue,5
277,leftright,False,True,False,True,False,False,none,96,New Tai Lue,5
278,circle,True,True,False,False,True,True,none,108,New Tai Lue,8
278,color,True,True,True,False,True,True,none,108,New Tai Lue,8
278,leftright,False,False,False,True,False,False,none,108,New Tai Lue,8
279,circle,False,True,True,False,False,True,none,67,New Tai Lue,7
279,color,True,False,True,True,False,False,none,67,New Tai Lue,7
279,leftright,True,True,False,False,True,False,none,67,New Tai Lue,7
280,circle,True,False,True,True,True,False,none,57,New Tai Lue,4
280,color,True,True,False,True,False,True,none,57,New Tai Lue,4
280,leftright,True,True,False,False,False,False,none,57,New Tai Lue,4
281,circle,True,True,True,False,True,True,enclosed,59,New Tai Lue,5
281,color,True,True,True,False,True,True,enclosed,59,New Tai Lue,5
281,leftright,True,True,True,True,True,False,enclosed,59,New Tai Lue,5
282,circle,True,True,False,False,False,True,none,33,New Tai Lue,3
282,color,True,True,False,False,False,True,none,33,New Tai Lue,3
282,leftright,True,True,False,False,False,False,none,33,New Tai Lue,3
283,circle,False,True,False,False,False,False,none,29,Tai Viet,4
283,color,False,False,False,True,False,False,none,29,Tai Viet,4
283,leftright,False,True,False,False,False,False,none,29,Tai Viet,4
284,circle,True,True,False,False,False,False,enclosed,33,Tai Viet,3
284,color,True,False,False,False,False,False,enclosed,33,Tai Viet,3
284,leftright,False,False,False,False,False,False,enclosed,33,Tai Viet,3
285,circle,False,True,False,False,True,True,specific,17,Tai Viet,3
285,color,True,True,True,True,True,True,specific,17,Tai Viet,3
285,leftright,True,True,True,False,True,True,specific,17,Tai Viet,3
286,circle,True,True,True,True,True,True,specific,24,Tai Viet,5
286,color,False,True,True,False,True,True,specific,24,Tai Viet,5
286,leftright,True,True,True,True,True,True,specific,24,Tai Viet,5
287,circle,True,False,False,False,False,False,none,52,Tai Viet,6
287,color,True,False,False,False,False,True,none,52,Tai Viet,6
287,leftright,False,False,True,False,False,True,none,52,Tai Viet,6
288,circle,True,True,True,False,True,True,enclosed,40,Tai Viet,4
288,color,False,True,True,False,False,True,enclosed,40,Tai Viet,4
288,leftright,False,True,True,False,False,True,enclosed,40,Tai Viet,4
289,circle,False,True,False,False,False,False,cross,39,Tai Viet,5
289,color,False,True,False,False,True,False,cross,39,Tai Viet,5
289,leftright,False,False,False,False,False,False,cross,39,Tai Viet,5
290,circle,False,True,True,False,True,True,specific,107,Zanabazar Square,7
290,color,True,True,True,True,False,True,specific,107,Zanabazar Square,7
290,leftright,True,True,True,False,True,True,specific,107,Zanabazar Square,7
291,circle,True,False,False,False,False,True,none,45,Zanabazar Square,6
291,color,True,True,False,False,True,False,none,45,Zanabazar Square,6
291,leftright,False,True,True,False,True,False,none,45,Zanabazar Square,6
292,circle,False,True,False,False,False,False,none,53,Zanabazar Square,4
292,color,False,True,False,False,True,True,none,53,Zanabazar Square,4
292,leftright,False,True,False,False,False,False,none,53,Zanabazar Square,4
293,circle,False,True,True,False,True,True,specific,80,Zanabazar Square,5
293,color,True,True,True,True,True,True,specific,80,Zanabazar Square,5
293,leftright,True,True,True,True,True,True,specific,80,Zanabazar Square,5
294,circle,False,False,False,False,False,True,none,32,Zanabazar Square,3
294,color,False,False,False,False,False,False,none,32,Zanabazar Square,3
294,leftright,False,False,False,False,False,True,none,32,Zanabazar Square,3
295,circle,True,False,True,False,False,False,horizontal,43,Zanabazar Square,4
295,color,True,False,False,False,False,False,horizontal,43,Zanabazar Square,4
295,leftright,True,False,False,False,False,False,horizontal,43,Zanabazar Square,4
296,circle,False,True,True,True,True,False,symmetry,35,Zanabazar Square,4
296,color,True,False,False,True,False,False,symmetry,35,Zanabazar Square,4
296,leftright,False,True,False,True,False,False,symmetry,35,Zanabazar Square,4
297,circle,False,False,True,False,False,False,horizontal,65,Zanabazar Square,6
297,color,True,False,False,False,True,False,horizontal,65,Zanabazar Square,6
297,leftright,False,False,True,False,False,True,horizontal,65,Zanabazar Square,6
298,circle,True,True,False,False,True,False,none,39,Zanabazar Square,5
298,color,True,True,True,True,True,False,none,39,Zanabazar Square,5
298,leftright,True,True,True,False,True,False,none,39,Zanabazar Square,5
299,circle,True,False,True,True,False,False,enclosed,31,Zanabazar Square,4
299,color,False,True,True,False,False,True,enclosed,31,Zanabazar Square,4
299,leftright,False,False,True,False,False,False,enclosed,31,Zanabazar Square,4
300,circle,True,False,True,False,True,False,enclosed,44,Zanabazar Square,5
300,color,False,True,True,True,True,False,enclosed,44,Zanabazar Square,5
300,leftright,True,True,True,False,True,True,enclosed,44,Zanabazar Square,5
301,circle,True,False,False,False,False,False,none,27,Zanabazar Square,4
301,color,True,False,True,False,False,False,none,27,Zanabazar Square,4
301,leftright,True,False,False,False,False,False,none,27,Zanabazar Square,4
302,circle,False,True,False,False,True,False,symmetry,22,Zanabazar Square,3
302,color,False,False,False,False,False,False,symmetry,22,Zanabazar Square,3
302,leftright,False,False,False,False,False,False,symmetry,22,Zanabazar Square,3
303,circle,True,True,True,False,False,True,none,26,Sora Sompeng,3
303,color,True,True,True,False,False,False,none,26,Sora Sompeng,3
303,leftright,True,True,False,False,True,False,none,26,Sora Sompeng,3
304,circle,False,False,False,False,False,False,horizontal,36,Sora Sompeng,5
304,color,False,False,False,False,False,True,horizontal,36,Sora Sompeng,5
304,leftright,True,False,False,False,False,True,horizontal,36,Sora Sompeng,5
305,circle,False,False,False,False,False,False,enclosed,67,Sora Sompeng,6
305,color,True,False,False,False,False,False,enclosed,67,Sora Sompeng,6
305,leftright,True,False,False,True,False,False,enclosed,67,Sora Sompeng,6
306,circle,False,False,False,False,False,False,none,40,Sora Sompeng,5
306,color,False,False,False,False,False,False,none,40,Sora Sompeng,5
306,leftright,False,False,False,False,False,False,none,40,Sora Sompeng,5
307,circle,False,False,False,False,False,False,none,36,Sora Sompeng,5
307,color,False,False,False,False,False,False,none,36,Sora Sompeng,5
307,leftright,False,False,False,False,True,False,none,36,Sora Sompeng,5
308,circle,False,False,False,False,True,False,none,32,Sora Sompeng,5
308,color,False,True,False,False,True,False,none,32,Sora Sompeng,5
308,leftright,False,False,True,False,False,False,none,32,Sora Sompeng,5
309,circle,True,False,False,False,True,False,none,30,Sora Sompeng,5
309,color,True,True,False,True,False,True,none,30,Sora Sompeng,5
309,leftright,False,False,True,False,False,True,none,30,Sora Sompeng,5
310,circle,False,False,False,True,True,True,specific,51,Sora Sompeng,5
310,color,True,True,True,False,True,False,specific,51,Sora Sompeng,5
310,leftright,True,True,False,True,True,False,specific,51,Sora Sompeng,5
311,circle,False,True,False,False,False,False,enclosed,35,Sora Sompeng,3
311,color,True,True,False,False,False,False,enclosed,35,Sora Sompeng,3
311,leftright,False,True,False,False,False,True,enclosed,35,Sora Sompeng,3
312,circle,True,True,False,True,False,False,enclosed,35,Sora Sompeng,3
312,color,True,True,False,False,False,False,enclosed,35,Sora Sompeng,3
312,leftright,False,True,True,False,False,True,enclosed,35,Sora Sompeng,3
313,circle,False,False,False,False,False,False,enclosed,25,Sora Sompeng,4
313,color,True,True,False,False,False,False,enclosed,25,Sora Sompeng,4
313,leftright,False,False,False,False,False,True,enclosed,25,Sora Sompeng,4
314,circle,False,False,False,False,False,False,stroke,37,Syloti Nagri,4
314,color,False,False,False,False,True,True,stroke,37,Syloti Nagri,4
314,leftright,False,False,False,False,False,False,stroke,37,Syloti Nagri,4
315,circle,True,True,False,False,False,False,none,34,Syloti Nagri,4
315,color,True,True,False,False,False,False,none,34,Syloti Nagri,4
315,leftright,False,False,False,False,True,False,none,34,Syloti Nagri,4
316,circle,False,False,False,False,False,True,none,36,Syloti Nagri,4
316,color,False,False,False,False,False,False,none,36,Syloti Nagri,4
